title,url,location,price,property_type,posted_by,description,Extracted_Locality,Clean_Project_Name,Google_Maps_Link,Exact_Price,BHK_List,Cleaned_Area,Price_Per_Sqft,Zone,Score_Area,Score_Price,Score_BHK_Liv,Score_BHK_Inv,Score_Zone_Liv,Score_Zone_Inv,Score_Keywords,Locality_Freq,Score_Locality,Livability_Score,Investment_Score,Recommendation_Score
"4 Bedroom House in Volagerekallahalli, Bangalore",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-saiven-marble-arch-volagerekallahalli-bangalore-east-2300-sq-ft-spid-Y84670126,Saiven Marble Arch,₹1.99 Cr,4 Bedroom House,1mo ago,"About the area: In the lane diagonally opp. To isme college on sarjapur road, 1.7 km from dommasandra junction, 7 km from decathlon and rga tech park on sarjapur road 10 km from wipro head office, close to premier educational institutions like oakridge school, greenwood high, delhi public school, global indian inernational school, inventure academy, tisb, chrysallis etc. About the villa: Split-...",Sarjapur,"4 Volagerekallahalli, Bangalore",https://www.google.com/maps/search/?api=1&query=Saiven+Marble+Arch+Volagerekallahalli+Bangalore,19900000,[4],1200,16583,East,0.588455500543413,3.07666236603239,10,6,7.5,9.5,3.5,120,10,48.6,68.4,58.5
"2 BHK Flat in Kammasandra, Electronic City",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mahendra-aarna-kammasandra-bangalore-south-1075-sq-ft-r1-spid-F81867452,Mahendra Aarna,₹98 Lac,2 BHK Flat,,"Mahendra aarna is a premium residential project by mahendra homes, located in electronic city phase 2, bengaluru. Spread across 9.2 acres, it offers 744 vaastu-Compliant apartments in 2, 2.5, and 3 bhk configurations, designed with no common walls for maximum privacy and natural light. Apartment sizes range from 1035 to 1790 sq.Ft., and the project is ready-To-Move-In with an occupancy certific...",Electronic City,"Kammasandra, Electronic City",https://www.google.com/maps/search/?api=1&query=Mahendra+Aarna+Kammasandra+Electronic+City+Bangalore,9800000,[2],1075,9116,South,0.286559594251902,7.3300181424108,7,8,9.2,8.2,0,26,2.10084033613445,44.2,62.2,53.2
"Residential land / Plot in Mylanahalli, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-mylanahalli-bangalore-north-111-sq-yard-r1-spid-Y82498578,"Mylanahalli, Bangalore, Bangalore North",₹48.5 Lac,Residential land / Plot,Dealer·2w ago,"Invest in a community that offers 24/7 security, underground utilities, and a children's play area, all starting at 4,850/sq.Ft. Don't wait! Book your plot today and start building your future",Mylanahalli,"Residential land / Plot Mylanahalli, Bangalore",https://www.google.com/maps/search/?api=1&query=Residential+Plot+Mylanahalli+Bangalore,4850000,[],1000,4850,North,0.105422050476996,9.76001891139839,5,5,8,9.3,1,2,0.0840336134453781,39.6,65.6,52.6
"Residential land / Plot in Chikkabellandur, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-chikkabellandur-bangalore-east-133-sq-yard-spid-Y86143572,"Chikkabellandur, Bangalore, Bangalore East",₹88 Lac,Residential land / Plot,Dealer·3w ago,"Check out this plot for sale in chikkabellandur, one of the best locations in bangalore east. This 1200 sq.Ft. Super built up area plot is your opportunity to build a exceptional residence. Here, a solid foundation can easily withhold construction of 2 floors. To secure the perimeter, a boundary wall is present around the property. The possession of the property can be received immediately. The...",Chikkabellandur,"Residential land / Plot Chikkabellandur, Bangalore",https://www.google.com/maps/search/?api=1&query=Residential+Plot+Chikkabellandur+Bangalore,8800000,[],1200,7333,East,0.588455500543413,8.34565137520613,5,5,7.5,9.5,0,2,0.0840336134453781,37.9,61.7,49.8
"Residential land / Plot in Subramanyapura, Kanakapura Road",https://www.99acres.com/residential-land-plot-for-sale-in-happy-valley-layout-subramanyapura-bangalore-south-305-sq-yard-spid-C86003296,Happy Valley Layout,₹5.1 Cr,Residential land / Plot,Dealer·1mo ago,"North east corner site
Peaceful residential site
60 feet road on one side and 40 feet road on other side
Excellent location parallel to uttarahalli main road
National public school is near by
Clean titles 
Genuine buyers call me 
Agents kindly excuse me",Subramanyapura,"Residential land / Plot Subramanyapura, Kanakapura Road",https://www.google.com/maps/search/?api=1&query=Happy+Valley+Layout+Subramanyapura+Kanakapura+Road+Bangalore,51000000,[],2745,18579,South,4.31988890230649,1.93969998091771,5,5,9.2,8.2,2,2,0.0840336134453781,50,43.2,46.6
"3 BHK Flat in Ambedkar Nagar, Whitefield",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-habitech-ambedkar-nagar-bangalore-east-1852-sq-ft-spid-I85238086,Sobha Habitech,₹2.5 Cr,3 BHK Flat,Dealer·5d ago,"Attractive pricing at hope farm junction, bangalore
Prime location near major it hubs
Seamless metro connectivity
Premium quality construction by sobha developers
Vibrant, high-End community living
Abundant natural light and excellent ventilation
Stunning sunrise and sunset views for 7 months
Cozy warmth in winter due to unique topography",Whitefield,"Ambedkar Nagar, Whitefield",https://www.google.com/maps/search/?api=1&query=Sobha+Habitech+Ambedkar+Nagar+Whitefield+Bangalore,25000000,[3],1852,13499,East,2.16314454775993,4.83337178271259,9,9,7.5,9.5,4,95,7.89915966386555,53.9,74.7,64.3
"3 BHK Flat in Kundalahalli, Brookefield",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-divyasree-republic-of-whitefield-kundalahalli-bangalore-east-1397-sq-ft-spid-Y85583766,Divyasree Republic Of Whitefield,₹3 Cr,3 BHK Flat,Dealer·1mo ago,"This 3 bhk flat is located in divyasree republic of whitefield, which houses some of the most spacious flats in kundalahalli, bangalore east. This is a south-East-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1397 sq.Ft. This flat lies on the top level of a 21 storey building. As the ...",Kundalahalli,"Kundalahalli, Brookefield",https://www.google.com/maps/search/?api=1&query=Divyasree+Republic+Of+Whitefield+Kundalahalli+Brookefield+Bangalore,30000000,[3],1397,21475,East,1.06424344885883,0.290079205721263,9,9,7.5,9.5,0,2,0.0840336134453781,41.5,47.6,44.6
"3 BHK Flat in Hosur Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-concorde-midway-city-hosur-road-bangalore-south-1735-sq-ft-r1-spid-W78347225,Concorde Midway City,₹1.47 Cr,3 BHK Flat,1mo ago,"Spacious 3bhk + maids room apartment for sale! Discover your new home in this well-Maintained 3bhk apartment with a maids room, spanning 1735 sq. Ft. Of thoughtfully designed space. The apartment is west-Facing and comes with three balconies offering great natural light and ventilation. Key features: Size: 1735 sq. Ft. Layout: 3 bedrooms + maids room + 3 balconies Parking: 1 dedicated covered p...",Hosur Road,"Hosur Road, Bangalore",https://www.google.com/maps/search/?api=1&query=Concorde+Midway+City+Hosur+Road+Bangalore,14700000,[3],1735,8473,South,1.88056997947108,7.69628408110256,9,9,9.2,8.2,1.5,14,1.09243697478992,56.7,64.6,60.6
"2 BHK Flat in Thanisandra, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sobha-dream-gardens-thanisandra-bangalore-north-1004-sq-ft-spid-G83544928,Sobha Dream Gardens,₹1.26 Cr,2 BHK Flat,1mo ago,"Plenty of lighting , fresh air, facing towards amenities.",Thanisandra,"Thanisandra, Bangalore",https://www.google.com/maps/search/?api=1&query=Sobha+Dream+Gardens+Thanisandra+Bangalore,12600000,[2],1004,12550,North,0.115082719478324,5.37394157403214,7,8,8,9.3,0,42,3.4453781512605,39.3,63.2,51.2
"Residential land / Plot in Sarjapur Road, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-saikam-aananda-sarjapur-road-bangalore-east-167-sq-yard-spid-W83528964,Saikam Aananda,₹1.01 Cr,Residential land / Plot,4mo ago,"These are two 30 x 50 sqft plots making it total 3000 sqft ( Two plots )
North east facing corner plot. These plots are lake facing and main gate (Road) is also near by",Sarjapur,"Residential land / Plot Sarjapur Road, Bangalore",https://www.google.com/maps/search/?api=1&query=Saikam+Aananda+Sarjapur+Road+Bangalore,10100000,[],1500,6733,East,1.31300567564304,8.68742363526064,5,5,7.5,9.5,2,120,10,42.8,79.5,61.2
"Residential land / Plot in Kodigehalli, Mandur, Bangalore East",https://www.99acres.com/residential-land-plot-for-sale-in-kodigehalli-mandur-bangalore-east-133-sq-yard-spid-O85224956,"Kodigehalli, Mandur, Bangalore East",₹96 Lac,Residential land / Plot,Dealer·1w ago,"East coast phase-4 limited plots released Launched on 13th september 2025 E-Katha | bmrda approved | rera applied Location: Kodigehalli, budigere cross With phases 1, 2, and 3 already home to 100+ families, phase-4 introduces only 56 exclusive plots. Project highlights: Sports and recreation spaces, landscaped parks, outdoor gym, and wide concrete roads. Pre-Launch price: 96 lakhs onwards (+10%...",Kodigehalli,"Residential land / Plot Kodigehalli, Mandur, Bangalore East",https://www.google.com/maps/search/?api=1&query=Residential+Plot+Kodigehalli+Mandur+Bangalore+East,9600000,[],1200,8000,North,0.588455500543413,7.9657145461122,5,5,8,9.3,2.5,5,0.336134453781513,41,63,52
"2 BHK Flat in Whitefield, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sumadhura-silver-ripples-whitefield-bangalore-east-1375-sq-ft-spid-L84390750,Sumadhura Silver Ripples,₹1.68 Cr,2 BHK Flat,,"Sumadhura silver ripples is a contemporary residential development designed for a premium lifestyle. It offers elegant apartments complemented by amenities like a clubhouse, swimming pool, gym, landscaped gardens, sports facilities, and childrens play areas. Located in a well-Connected neighborhood with proximity to schools, hospitals, shopping centers, and it hubs, it ensures a harmonious blen...",Whitefield,"Whitefield, Bangalore",https://www.google.com/maps/search/?api=1&query=Sumadhura+Silver+Ripples+Whitefield+Bangalore,16800000,[2],1375,12218,East,1.01110976935153,5.56305555792897,7,8,7.5,9.5,5.5,95,7.89915966386555,47.1,76.5,61.8
"2 BHK Flat in Whitefield, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-isha-misty-green-whitefield-bangalore-east-1259-sq-ft-spid-S85908430,Isha Misty Green,₹1.03 Cr,2 BHK Flat,,"Isha misty green in whitefield, bangalore, is a ready-To-Move project by isha infra. Spread over 9 acres with 560 units across 11 buildings, it offers 2 & 3 bhk apartments (1,1951,844 sq ft). Amenities include a clubhouse, swimming pool, gym, sports courts, childrens play area, landscaped gardens, and 24/7 security. Close to itpl and major roads.",Whitefield,"Whitefield, Bangalore",https://www.google.com/maps/search/?api=1&query=Isha+Misty+Green+Whitefield+Bangalore,10300000,[2],1259,8181,East,0.730950368313006,7.86261324766242,7,8,7.5,9.5,2,95,7.89915966386555,44.9,78.8,61.8
"Residential land / Plot in Chikka Tirupathi, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-chikka-tirupathi-kolar-267-sq-yard-spid-A85327364,Royal Nest,₹72 Lac,Residential land / Plot,Dealer·4d ago,"Dear sir/madam, Greetings from royal nest project customized homes / villas for your better leaving, dont buy a plot or a flat check out the offer with us before its too late also, Introducing ""royal nest"" customized homes starting 30 x 40 with 2.5 bhk 64.99* lac onwards, excluding gst & registration. Its a premium gated township project strategically located near whitefield & sarjapur @ yattak...",Chikka Tirupathi,"Residential land / Plot Chikka Tirupathi, Bangalore",https://www.google.com/maps/search/?api=1&query=Royal+Nest+Chikka+Tirupathi+Bangalore,7200000,[],2400,3000,East,3.48665620094192,10,5,5,7.5,9.5,2,5,0.336134453781513,51.7,68.3,60
"Residential land / Plot in Freedom Fighters Colony, Laggere Road",https://www.99acres.com/residential-land-plot-for-sale-in-freedom-fighters-colony-bangalore-west-258-sq-yard-spid-G84857788,"Freedom Fighters Colony, Laggere Road, Bangalore West",₹2.5 Cr,Residential land / Plot,2mo ago,"Residential land / plot for sale in freedom fighters colony, laggere road, bangalore A lucrative opportunity awaits those looking to buy residential land in one of the most sought-After areas of bangalore freedom fighters colony. Plot details: Plot size: 60 x 40 (2320 sq.Ft.) Type: Residential land / corner plot Gated community: Yes Boundary wall: Enclosed on all sides Location highlights: Loca...",Laggere,"Residential land / Plot Freedom Fighters Colony, Laggere Road",https://www.google.com/maps/search/?api=1&query=Residential+Plot+Freedom+Fighters+Colony+Laggere+Road+Bangalore,25000000,[],2320,10776,West,3.29344282091535,6.38444822292665,5,5,6.8,7.4,3,1,0,47,52.4,49.7
"Residential land / Plot in Kommaghatta, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-kommaghatta-bangalore-west-133-sq-yard-spid-I85797594,4th Block Nadaprabhu Kempegowda LAYOUT,₹96 Lac,Residential land / Plot,Dealer·1mo ago,"Bda nadaprabhu kempegowda layout
4th block c-Sector 
Measurement- 3040
Site number- 1775
Immediate construction site
North face - 30 feet road 
Parallel 40 feet road
Behind 60 feet road 
Near peripheral ring road (Prr) 
And 2.5klmtrs to chellaghata metro station, mysore road and rajarajeshwari medical college hospital.",Kommaghatta,"Residential land / Plot Kommaghatta, Bangalore",https://www.google.com/maps/search/?api=1&query=4th+Block+Nadaprabhu+Kempegowda+LAYOUT+Kommaghatta+Bangalore,9600000,[],1200,8000,West,0.588455500543413,7.9657145461122,5,5,6.8,7.4,4.5,2,0.0840336134453781,40.6,57.9,49.2
"10 Bedroom House in Yelachenahalli, Kanakapura Road",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-yelachenahalli-bangalore-south-6800-sq-ft-spid-C84179788,Swarna Nivasa,₹4 Cr,10 Bedroom House,3mo ago,"10 bhk independent house for sale in yelachenahalli, bangalore south Price: 4 crore | ownership: Freehold | immediate possession Looking for a spacious, investment-Worthy property in a prime location? This 10 bhk house in yelachenahalli, bangalore south is an ideal opportunity whether you're a large family, an investor, or someone seeking rental income from multiple units. Property overview: Pr...",Kanakapura,"10 Yelachenahalli, Kanakapura Road",https://www.google.com/maps/search/?api=1&query=Swarna+Nivasa+Yelachenahalli+Kanakapura+Road+Bangalore,40000000,[10],2550,15686,South,3.84893128849173,3.58761189481389,10,6,9.2,8.2,0,29,2.35294117647059,60.5,50.2,55.4
"2 BHK Flat in Devanahalli, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-deodar-at-brigade-orchards-devanahalli-bangalore-north-1360-sq-ft-spid-Q86490764,Deodar at Brigade Orchards,₹1.1 Cr,2 BHK Flat,Dealer·1w ago,"This 2 bhk flat is located in deodar at brigade orchards, which houses some of the most spacious flats in devanahalli, bangalore north. The flat is facing the south-East direction. The flat is over 1360 sq.Ft. Built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the top floor of a 7 floors tall building. This is a ready to move project and the propert...",Devanahalli,"Devanahalli, Bangalore",https://www.google.com/maps/search/?api=1&query=Deodar+at+Brigade+Orchards+Devanahalli+Bangalore,11000000,[2],1360,8088,North,0.974882260596547,7.91558794797087,7,8,8,9.3,2.5,66,5.46218487394958,47.3,75,61.2
"1 BHK Flat in Electronics City Phase 1, Bangalore",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-shriram-summit-electronics-city-phase-1-bangalore-south-770-sq-ft-spid-X85514126,Shriram Summit,₹72 Lac,1 BHK Flat,1mo ago,This society is nearest to most of the software companies,Electronics City Phase 1,"Electronics City Phase 1, Bangalore",https://www.google.com/maps/search/?api=1&query=Shriram+Summit+Electronics+City+Phase+1+Bangalore,7200000,[1],770,9351,South,0,7.19615734055612,5,6,9.2,8.2,0,10,0.756302521008403,38.1,56.8,47.4
"3 BHK Flat in Hennur Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-salarpuria-sattva-gold-summit-hennur-road-bangalore-north-2350-sq-ft-r1-spid-A84385510,Salarpuria Sattva Gold Summit,₹2.45 Cr,3 BHK Flat,,"Sattva gold summit is a premium residential development offering elegantly designed apartments with modern interiors and high-Quality finishes. The project features amenities such as a clubhouse, swimming pool, gym, landscaped gardens, sports courts, and childrens play areas. Strategically located, it provides excellent connectivity to key business districts, educational institutions, healthcar...",Hennur,"Hennur Road, Bangalore",https://www.google.com/maps/search/?api=1&query=Salarpuria+Sattva+Gold+Summit+Hennur+Road+Bangalore,24500000,[3],2350,10426,North,3.36589783842531,6.58381537462512,9,9,8,9.3,2,25,2.01680672268908,58.9,67.5,63.2
"2 BHK Flat in KR Puram, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-db-lakven-gardenia-kr-puram-bangalore-east-1092-sq-ft-spid-K86014618,DB Lakven Gardenia,₹78 Lac,2 BHK Flat,1w ago,"This is located in kodigenahalli and very near to all like itpl, hoodi",KR Puram,"KR Puram, Bangalore",https://www.google.com/maps/search/?api=1&query=DB+Lakven+Gardenia+KR+Puram+Bangalore,7800000,[2],1092,7143,East,0.327617437507547,8.45387925755673,7,8,7.5,9.5,0,16,1.26050420168067,42.1,68.3,55.2
"2 BHK Flat in Kogilu, Near Yelahanka, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-brigade-northridge-neo-kogilu-bangalore-north-1386-sq-ft-spid-V85463936,Brigade Northridge Neo,₹1.39 Cr,2 BHK Flat,,"Brigade northridge neo, located on kogilu road in north bangalore, is a premium residential development offering modern apartments surrounded by open green spaces. The project includes lifestyle amenities such as a clubhouse, swimming pool, gym, landscaped gardens, sports courts, and childrens play areas. With excellent connectivity to kempegowda international airport, manyata tech park, school...",Yelahanka,"Kogilu, Near Yelahanka, Bangalore",https://www.google.com/maps/search/?api=1&query=Brigade+Northridge+Neo+Kogilu+Near+Yelahanka+Bangalore,13900000,[2],1386,10029,North,1.03767660910518,6.80995468669452,7,8,8,9.3,5.5,47,3.8655462184874,49.4,72.9,61.2
"Residential land / Plot in Manyata Tech Park, Thanisandra Main Road",https://www.99acres.com/residential-land-plot-for-sale-in-manyata-tech-park-bangalore-north-444-sq-yard-spid-N86739686,"Manyata Tech Park, Thanisandra Main Road, Bangalore North",₹9.2 Cr,Residential land / Plot,Dealer·2d ago,"Manyata residency is an neighbourhood in manayata tech park, thanisandra, north bangalore, bangalore, bangalore urban district, karnataka, india. Thanisandra (0.0 km), dasarahalli (2.19 km), hebbal kempapura (3.99 km), amrutahalli (4.1 km), jakkur (4.4 km) are the nearby areas to manyata residency. Byatarayanapura cmc and og part, nagareshwara - Nagenahalli, chikkagubbi, mesthri palya, geddalah...",Manyata Tech Park,"Residential land / Plot Manyata Tech Park, Thanisandra Ma Road",https://www.google.com/maps/search/?api=1&query=Residential+Plot+Manyata+Tech+Park+Thanisandra+Main+Road+Bangalore,92000000,[],4000,23000,North,7.35092380147326,0,5,5,8,9.3,1.5,5,0.336134453781513,55.7,42.1,48.9
"3 BHK Flat in Hennur Gardens, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pride-pegasus-hennur-bangalore-north-1796-sq-ft-spid-O85374964,Pride Pegasus,₹2.3 Cr,3 BHK Flat,1mo ago,"This property is next to mall of bengaluru, manyata tech park and airport",Hennur,"Hennur Gardens, Bangalore",https://www.google.com/maps/search/?api=1&query=Pride+Pegasus+Hennur+Gardens+Bangalore,23000000,[3],1796,12806,North,2.02789518174134,5.22811874307555,9,9,8,9.3,1.5,25,2.01680672268908,52.3,63.6,58
"4 BHK Independent Builder Floor in Eshwara Layout, Indira Nagar",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-eshwara-layout-bangalore-east-1800-sq-ft-spid-N85233466,star bakery lbs nagar,₹1.2 Cr,4 BHK Independent Builder Floor,2mo ago,"East facing, 15 north to south x64 east to west 2bhk,1bhk,1rk.Total rent income 42k",Indiranagar,"dependent Builder Floor Eshwara Layout, dira Nagar",https://www.google.com/maps/search/?api=1&query=star+bakery+lbs+nagar+Eshwara+Layout+Indira+Nagar+Bangalore,12000000,[4],1800,6667,East,2.03755585074266,8.72501858386664,10,6,7.5,9.5,0,3,0.168067226890756,55.9,64.3,60.1
"2 BHK Flat in Jalahalli, BEL Road, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rukmini-terrace-jalahalli-bangalore-north-1272-sq-ft-spid-A85782146,Rukmini Terrace,₹90 Lac,2 BHK Flat,Dealer·1mo ago,"Welcome to rukmini terraces, a premium residential project in hvv valley, jalahalli west a signature venture by omicron developers. Discover this elegant 2 bhk flat on the second floor, spanning 1270 square feet, with a south-West facing entrance perfectly aligned as per vastu. The apartment is newly designed with modern interiors, hitech and ozone fittings, and branded laminates, ready for you...",Jalahalli,"Jalahalli, BEL Road, Bangalore",https://www.google.com/maps/search/?api=1&query=Rukmini+Terrace+Jalahalli+BEL+Road+Bangalore,9000000,[2],1272,7075,North,0.762347542567323,8.49261344702957,7,8,8,9.3,0,4,0.252100840336134,44.7,66.2,55.4
"2 BHK Flat in Sompura, Sarjapur Road",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-modern-soul-tree-sompura-bangalore-east-790-sq-ft-spid-R86014958,Modern Soul Tree,₹62 Lac,2 BHK Flat,4d ago,Top floor corner flat with good sunlight & wind.,Sarjapur,"Sompura, Sarjapur Road",https://www.google.com/maps/search/?api=1&query=Modern+Soul+Tree+Sompura+Sarjapur+Road+Bangalore,6200000,[2],790,7848,East,0,8.05229685199267,7,8,7.5,9.5,0,120,10,40.6,80.4,60.5
"Residential land / Plot in Kuvempu Nagar, Bangalore North",https://www.99acres.com/residential-land-plot-for-sale-in-kuvempu-nagar-bangalore-north-167-sq-yard-r2-spid-E73548925,"Kuvempu Nagar, Bangalore North",₹1.15 Cr,Residential land / Plot,3mo ago,"A katha plot for sale in naidu layout, kuvempu nagar, bangalore north. This locality resonates with your modern lifestyle. It's a 1500 sq.Ft. Area property. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. The property is owned under freehold contract. The plot is available at a price of 1.16 crore. The owner is open for negotiation.",Kuvempu Nagar,"Residential land / Plot Kuvempu Nagar, Bangalore North",https://www.google.com/maps/search/?api=1&query=Residential+Plot+Kuvempu+Nagar+Bangalore+North,11500000,[],1500,7667,North,1.31300567564304,8.15539815044245,5,5,8,9.3,0,1,0,41.3,60.4,50.8
"2 BHK Flat in Budigere Cross, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-krishvi-bvl-statura-budigere-cross-bangalore-east-1271-sq-ft-spid-E85916884,Krishvi BVL Statura,₹1.32 Cr,2 BHK Flat,2w ago,"Sale only Super built-Up area=1271sqft Floor 17(Out of 36 floors) Facing=east (Vastu compliant) 2 beds,2 baths,1 balcony 1 utility Semi-Furnished Brand new property - Ready to move Address=old madras road Right on the highway close to decathlon, orion mall and opposite to brigade exotica A katha Oc available Price=13200000 slightly negotiable *amenities* Club house Swimming pool Gymnasium Secur...",Budigere,"Budigere Cross, Bangalore",https://www.google.com/maps/search/?api=1&query=Krishvi+BVL+Statura+Budigere+Cross+Bangalore,13200000,[2],1271,10386,East,0.759932375316991,6.60660019196209,7,8,7.5,9.5,4.5,21,1.68067226890756,46.3,68.8,57.6
"3 BHK Flat in Hosur Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-manhattan-towers-town-park-hosur-road-bangalore-south-1498-sq-ft-r1-spid-D80150409,Sobha Manhattan Towers Town Park,₹1.75 Cr,3 BHK Flat,6d ago,"Spacious 3-Bedroom, 3-Bathroom premium unit, perfectly positioned with an east-Facing, pool view. This corner unit boasts abundant natural light and excellent ventilation, offering a bright and airy living experience. Handover ready, expecting oc by jan 2026.",Hosur Road,"Hosur Road, Bangalore",https://www.google.com/maps/search/?api=1&query=Sobha+Manhattan+Towers+Town+Park+Hosur+Road+Bangalore,17500000,[3],1498,11682,South,1.30817534114237,5.86837211024434,9,9,9.2,8.2,0,14,1.09243697478992,51.3,58.5,54.9
"3 BHK Flat in Pragathi Nagar, Hosa Road",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-purnima-classic-pragathi-nagar-bangalore-south-1354-sq-ft-spid-C85949314,Purnima Classic,₹79.8 Lac,3 BHK Flat,3w ago,"3 bhk at purnima classic, pragathi nagar (Near hosa road metro), south bengaluru Live in a well-Planned, family-Friendly society just a short walk from hosa road metro station. This 3 bhk home offers 1354 sq.Ft. Super built-Up area with 3 bedrooms, 3 bathrooms, and 2 balconies, set on the 1st floor of a g+4 building. The community is ready to move (Property age 10+ years) Location advantages Me...",Hosa Road,"Pragathi Nagar, Hosa Road",https://www.google.com/maps/search/?api=1&query=Purnima+Classic+Pragathi+Nagar+Hosa+Road+Bangalore,7980000,[3],1354,5894,South,0.960391257094554,9.16533517890354,9,9,9.2,8.2,6,10,0.756302521008403,59.4,72.2,65.8
"3 BHK Flat in Seegehalli, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-galaxy-orchid-enclave-seegehalli-bangalore-east-1695-sq-ft-spid-V83955912,Galaxy Orchid Enclave,₹1.65 Cr,3 BHK Flat,1w ago,"This beautiful 3 bhk flat in seegehalli, bangalore east is situated in galaxy orchid enclave, one of the popular residential society in bangalore east. The flat is south-Facing. Constructed on a super built up area of 1695 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. The flat has a total of 12 floors and this property is situated on 11th floor. This 10+ years old property...",Seegehalli,"Seegehalli, Bangalore",https://www.google.com/maps/search/?api=1&query=Galaxy+Orchid+Enclave+Seegehalli+Bangalore,16500000,[3],1695,9735,East,1.7839632894578,6.97742309412123,9,9,7.5,9.5,0.5,4,0.252100840336134,51.2,65.1,58.2
"4 Bedroom House in Channasandra, Near Whitefield, Bangalore",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-prestige-glenmorgan-channasandra-bangalore-east-4500-sq-ft-spid-I86552592,Prestige Glenmorgan,₹7.1 Cr,4 Bedroom House,Dealer·2d ago,"4bhk luxury villa for sale in prestige glenmorgan, bengaluru Beautiful and spacious 4bhk luxury villa available for sale in the prestigious prestige glenmorgan community. Built on a 4600 sq.Ft plot with a 4500 sq.Ft built-Up area, this villa showcases elegant architecture, premium interiors, and a thoughtfully designed layout that exudes sophistication and comfort. Constructed with high-Quality...",Channasandra,"4 Channasandra, Near Whitefield, Bangalore",https://www.google.com/maps/search/?api=1&query=Prestige+Glenmorgan+Channasandra+Near+Whitefield+Bangalore,71000000,[4],4600,15435,East,8.80002415167251,3.73058662360336,10,6,7.5,9.5,3,3,0.168067226890756,77.5,54.8,66.2
"4 Bedroom House in Whitefield, Bangalore",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-skylark-arcadia-phase-2-whitefield-bangalore-east-2888-sq-ft-spid-K86685030,Skylark Arcadia Phase 2,₹4.5 Cr,4 Bedroom House,Dealer·3d ago,"Premium 4bhk semi-Furnished villa for sale in skylark arcadia phase 2 | ready to move-In Experience luxury living in this beautifully designed 4bhk semi-Furnished villa located in the prestigious skylark arcadia phase 2, one of the most sought-After gated communities in the area. This ready-To-Move-In home offers a perfect blend of elegance, comfort, and functionality, ideal for families lookin...",Whitefield,"4 Whitefield, Bangalore",https://www.google.com/maps/search/?api=1&query=Skylark+Arcadia+Phase+2+Whitefield+Bangalore,45000000,[4],3211,14014,East,5.44535684096124,4.54001725949913,10,6,7.5,9.5,6,95,7.89915966386555,69.6,71.4,70.5
